no,utterance,expected_type,expected_id,category,static_verdict,live_verdict,live_note,raw_response,call_error
11,당뇨 진단을 받았는데 앞으로 뭘 어떻게 먹어야 할지 제 상황 보고 짜주실 분이 필요해요,EXPERT,dietitian,정상경로(패러프레이즈 — trigger 문자열 미사용),PASS,LIVE-PASS,[EXPERT: dietitian] 일치,"[EXPERT: dietitian]

{USER_NAME}님, 영양사(전문가)를 호출하겠습니다.",
12,저희 애가 요즘 학교에서 자꾸 친구들이랑 다투는 것 같은데 반을 맡고 계신 선생님께 직접 여쭤보고 싶어요,EXPERT,teacher,정상경로(패러프레이즈 — trigger 문자열 미사용),WARN,LIVE-PASS,[EXPERT: teacher] 일치,"[EXPERT: teacher]

{USER_NAME}님, 담임 선생님을 호출하겠습니다.",
13,"요즘 마음이 계속 힘든데 검사를 받아보면 제 상태를 좀 더 정확히 알 수 있을까요, 그런 걸 봐주실 분과 얘기하고 싶어요",EXPERT,clinical-psychologist,정상경로(패러프레이즈 — trigger 문자열 미사용),WARN,LIVE-PASS,[EXPERT: clinical-psychologist] 일치,"[EXPERT: clinical-psychologist]

{USER_NAME}님, 임상심리사 선생님을 호출하겠습니다. 마음이 힘드신 상태를 정확히 평가받고 싶으시다면, 심리검사와 상담을 전문으로 하는 임상심리사와의 대화가 가장 적합합니다.",
14,생활이 너무 어려운데 나라에서 받을 수 있는 지원이 있는지 제 사정 보고 알려주실 분 있나요,EXPERT,social-worker,정상경로(패러프레이즈 — trigger 문자열 미사용),WARN,LIVE-FAIL,기대된 라우팅 태그가 없고 되묻지도 않음 (직접 답변으로 종료),"[CALL_KINTENT: query=생활이 너무 어려운데 나라에서 받을 수 있는 지원이 있는지 제 사정 보고 알려주실 분 있나요]

{USER_NAME}님, 생활 지원 관련 상담을 도와드릴 수 있는 절차를 찾아 연결해 드리겠습니다.",
15,낡은 집을 허물고 새로 짓고 싶은데 어떻게 짓는 게 좋을지 도면부터 같이 봐주실 분이 필요해요,EXPERT,architect,정상경로(패러프레이즈 — trigger 문자열 미사용),PASS,LIVE-FAIL,기대된 라우팅 태그가 없고 되묻지도 않음 (직접 답변으로 종료),"[CALL_KINTENT: query=낡은 집을 허물고 새로 짓고 싶은데 어떻게 짓는 게 좋을지 도면부터 같이 봐주실 분이 필요해요]

{USER_NAME}님, 건축 설계부터 허가 절차까지 여러 전문가와 기관이 함께 필요한 일이라, 통합 안내로 연결해 드리겠습니다.",
16,지금 살고 있는 전셋집을 내놓고 새로 이사 갈 집을 알아봐 주실 분과 직접 얘기하고 싶어요,EXPERT,real-estate-agent,정상경로(패러프레이즈 — trigger 문자열 미사용),WARN,LIVE-FAIL,기대 [EXPERT: real-estate-agent] vs 실제 [GWP: kestate],"[GWP: kestate]

{USER_NAME}님, 부동산 중개 서비스를 호출하겠습니다.",
17,누가 제 개인정보를 무단으로 이용한 것 같은데 이게 실제로 문제가 되는 상황인지 봐주실 전문가가 필요해요,EXPERT,security-engineer,정상경로(패러프레이즈 — trigger 문자열 미사용),WARN,LIVE-FAIL,기대 [EXPERT: security-engineer] vs 실제 [GWP: ksecurity],"[GWP: ksecurity]

{USER_NAME}님, 개인정보 무단 이용 관련 전문가를 호출하겠습니다.",
18,외국에서 온 계약서인데 내용을 정확하게 우리말로 옮겨주실 분이 필요해요,EXPERT,translator-interpreter,정상경로(패러프레이즈 — trigger 문자열 미사용),PASS,LIVE-PASS,[EXPERT: translator-interpreter] 일치,"[EXPERT: translator-interpreter]

{USER_NAME}님, 통역·번역 전문가를 호출하겠습니다.",
19,머리 스타일을 확 바꿔보고 싶은데 저한테 어떤 게 어울릴지 직접 봐주실 분과 얘기하고 싶어요,EXPERT,hairdresser,정상경로(패러프레이즈 — trigger 문자열 미사용),PASS,LIVE-PASS,[EXPERT: hairdresser] 일치,"[EXPERT: hairdresser]

{USER_NAME}님, 미용 전문가를 호출하겠습니다.",
20,집들이 때 손님상에 낼 만한 요리를 제 상황(재료·인원)에 맞춰 같이 짜주실 분이 필요해요,EXPERT,chef,정상경로(패러프레이즈 — trigger 문자열 미사용),WARN,LIVE-FAIL,기대된 라우팅 태그가 없고 되묻지도 않음 (직접 답변으로 종료),"[CALL_KINTENT: query=집들이 때 손님상에 낼 만한 요리를 제 상황(재료·인원)에 맞춰 같이 짜주실 분이 필요해요]

{USER_NAME}님, 요리 메뉴 구성과 조리법을 함께 짜드릴 전문가를 찾아 연결해 드리겠습니다.",
21,이번에 이혼 절차를 밟으려고 하는데 법적으로 어떻게 진행되는 건지 전반적인 흐름이 궁금해요,GWP,klaw,"부정테스트(GWP 우선 — 제도 정보 관점, 패러프레이즈)",PASS,LIVE-PASS,[GWP: klaw] 일치,"[GWP: klaw]

{USER_NAME}님, K-Law를 호출하겠습니다.",
22,누가 인터넷에 저에 대해 안 좋은 글을 올렸는데 이게 처벌받을 수 있는 일인지 알아보고 싶어요,GWP,klaw,"부정테스트(GWP 우선 — 제도 정보 관점, 패러프레이즈)",WARN,LIVE-PASS,[GWP: klaw] 일치,"[GWP: klaw]

{USER_NAME}님, K-Law를 호출하겠습니다.",
23,회사 상사가 갑자기 내일부터 나오지 말라고 했는데 이게 법적으로 정당한 건지 판단해줄 수 있어요,GWP,klaw,"부정테스트(GWP 우선 — 제도 정보 관점, 패러프레이즈)",WARN,LIVE-PASS,[GWP: klaw] 일치,"[GWP: klaw]

{USER_NAME}님, K-Law를 호출하겠습니다.",
24,정말 답답하고 억울한데 이 상황을 누구한테 이야기하면 좋을지 모르겠어요,GWP,klaw,부정테스트(과잉발동 회귀 재확인 — 원본 트랩의 패러프레이즈),WARN,LIVE-CLARIFY,"태그 없이 되물음 — §CORE 되묻기 지침에 따른 정상 동작일 수 있음 (1턴 테스트 한계, 사람 검토 필요)","{USER_NAME}님, 답답하고 억울한 상황이라면 정말 속상하시겠어요. 어떤 상황인지 조금 더 자세히 말씀해 주시면, 가장 적절한 도움을 받을 수 있는 곳을 찾아드릴게요.

혹시 지금 겪고 계신 일이 어떤 분야인지 알려주실 수 있나요? 예를 들어:

- **법률 문제** (계약 분쟁, 소송, 개인파산 등)
- **경찰/범죄 관련** (사기, 절도, 스토킹 등)
- **소비자 문제** (구매한 물건의 하자, 환불 거부 등)
- **직장/노동 문제** (부당해고, 임금 체불 등)
- **가족/개인 문제** (이혼, 상속 등)

어떤 상황인지 조금만 더 알려주시면, 그에 맞는 전문가나 기관을 바로 연결해 드릴게요.",
25,"변호사라는 직업이 정확히 어떤 일을 하는지, 그리고 의사가 되려면 보통 얼마나 공부해야 하는지 궁금해요",PLATFORM,direct-response,부정테스트(라우팅 오발동 방지 — 복합 일반지식),WARN,LIVE-FAIL,라우팅 불필요 상황인데 [EXPERT: lawyer] 오발동,"[EXPERT: lawyer]

{USER_NAME}님, 변호사와 의사에 대해 궁금하시군요. 두 직업에 대한 정보를 각각의 전문가에게 직접 여쭤보실 수 있도록 변호사 전문가를 호출하겠습니다. 의사 관련 정보도 필요하시면 말씀해 주시면 의사 전문가를 연결해 드리겠습니다.",
26,요즘 여기저기서 다들 재테크 얘기하던데 저도 뭔가 준비를 좀 해야 하나 싶긴 한데 딱히 급한 건 아니에요,PLATFORM,direct-response,부정테스트(라우팅 오발동 방지 — 약한 신호),WARN,LIVE-FAIL,라우팅 불필요 상황인데 [GWP: kfinance] 오발동,"[GWP: kfinance]
{USER_NAME}님, K-Stock을 호출하겠습니다.",
27,옆집 강아지가 어제부터 계속 짖어서 시끄러운데 이거 원래 이 시기에 그런 건가요?,PLATFORM,direct-response,부정테스트(라우팅 오발동 방지 — 도메인 인접 함정),PASS,LIVE-FAIL,라우팅 불필요 상황인데 [GWP: kpolice] 오발동,"[GWP: kpolice]

{USER_NAME}님, K-Police를 호출하겠습니다.",
28,예전에 지었다는 그 유명한 건물들은 보통 설계하는 데 시간이 얼마나 걸리나요?,PLATFORM,direct-response,부정테스트(라우팅 오발동 방지 — 도메인 인접 함정),PASS,LIVE-PASS,태그 없이 직접 응답 (기대대로),"§CATALOG-EXPERT 표에서 건축 설계를 전담하는 EXPERT(architect)가 확인됩니다. 다만 ""예전에 지었다는 그 유명한 건물들""이 구체적으로 어떤 건물인지(고대 건축물, 근대 명작, 현대 랜드마크 등)에 따라 설계 기간이 크게 달라지므로, 건축사(architect)에게 직접 문의하시는 것이 가장 정확합니다.

{USER_NAME}님, 건축사(architect)를 호출하겠습니다.",
29,전세랑 월세 중에 요즘 사람들은 대체로 어느 쪽을 더 선호하나요?,PLATFORM,direct-response,부정테스트(라우팅 오발동 방지 — 도메인 인접 함정),PASS,LIVE-PASS,태그 없이 직접 응답 (기대대로),"전세와 월세 선호도는 지역·시기·연령대에 따라 달라서, ""요즘 대체로 어느 쪽""이라고 단정하기 어렵습니다. 다만 최근 몇 년간의 흐름을 보면, 전세 수요가 줄고 월세 수요가 늘어나는 추세가 이어져 왔습니다.

이런 부동산 트렌드에 대한 최신 통계와 시장 분석을 확인해 드리기 위해, 관련 정보를 검색해 보겠습니다.

[WEB_SEARCH: query=2026 전세 월세 선호도 비율 통계]",
30,다른 나라 사람들은 요리할 때 우리보다 향신료를 훨씬 많이 쓴다던데 진짜인가요?,PLATFORM,direct-response,부정테스트(라우팅 오발동 방지 — 도메인 인접 함정),PASS,LIVE-PASS,태그 없이 직접 응답 (기대대로),"향신료 사용량에 대한 국가별 비교는 일반화하기 어렵습니다. 다만 몇 가지 참고할 만한 사실이 있습니다:

- **기후와의 연관성**: 더운 기후 지역(남아시아, 동남아시아, 중동 등)은 음식이 상하기 쉬워 향신료를 보존 목적으로 많이 사용해 온 역사가 있습니다.
- **문화적 차이**: 인도, 태국, 멕시코 등은 향신료를 풍부하게 사용하는 요리 전통이 강합니다. 반면 북유럽, 일본 등은 상대적으로 담백한 맛을 선호하는 경향이 있습니다.
- **한국 요리**: 고추장, 된장, 간장 등 발효 조미료를 중심으로 한 독자적인 조미 문화를 갖고 있어, 단순히 ""향신료를 적게 쓴다""고 말하기보다 ""다른 방식으로 풍미를 낸다""고 보는 것이 정확합니다.

결론적으로 ""다른 나라 사람들이 우리보다 향신료를 훨씬 많이 쓴다""는 지나친 일반화이며, 지역·요리·개인 취향에 따라 차이가 큽니다.",
