no,utterance,expected_type,expected_id,category,static_verdict,live_verdict,live_note,raw_response,call_error
11,자녀 대학 입시 요강이 궁금해요,GWP,kedu,GWP-정상,PASS,LIVE-PASS,[GWP: kedu] 일치,"[GWP: kedu]

{USER_NAME}님, K-School을 호출하겠습니다.",
12,아이 진로 관련 제도가 어떻게 되는지 알고 싶어요,GWP,kedu,GWP-패러프레이즈,PASS,LIVE-FAIL,기대된 라우팅 태그가 없고 되묻지도 않음 (직접 답변으로 종료),[CALL_KINTENT: query=아이 진로 관련 제도가 어떻게 되는지 알고 싶어요],
13,적금 상품을 알아보고 싶어요,GWP,kgdc,GWP-정상,PASS,LIVE-PASS,[GWP: kgdc] 일치,"[GWP: kgdc]

{USER_NAME}님, GDC를 호출하겠습니다.",
14,돈을 좀 모아두고 싶은데 좋은 방법이 있을까요,GWP,kgdc,GWP-패러프레이즈,PASS,LIVE-PASS,[GWP: kgdc] 일치,"[GWP: kgdc]

{USER_NAME}님, GDC를 호출하겠습니다.",
15,주식 포트폴리오 구성을 도와줘,GWP,kfinance,GWP-정상,PASS,LIVE-PASS,[GWP: kfinance] 일치,"[GWP: kfinance]
{USER_NAME}님, K-Stock을 호출하겠습니다.",
16,투자하려는데 어떻게 분산해야 할지 모르겠어요,GWP,kfinance,GWP-패러프레이즈,PASS,LIVE-PASS,[GWP: kfinance] 일치,"[GWP: kfinance]
{USER_NAME}님, K-Stock을 호출하겠습니다.",
17,실비보험 청구 절차가 궁금해요,GWP,kinsurance,GWP-정상,PASS,LIVE-PASS,[GWP: kinsurance] 일치,"[GWP: kinsurance]

{USER_NAME}님, K-Insurance를 호출하겠습니다.",
18,병원비를 보험으로 돌려받을 수 있는지 알고 싶어요,GWP,kinsurance,GWP-패러프레이즈,PASS,LIVE-PASS,[GWP: kinsurance] 일치,"[GWP: kinsurance]

{USER_NAME}님, K-Insurance를 호출하겠습니다.",
19,휴대폰 요금제를 변경하고 싶어요,GWP,ktelecom,GWP-정상,PASS,LIVE-FAIL,[CALL_KTELECOM: ...] 미발동 (추출된 다른 태그: GWP:ktelecom),"[GWP: ktelecom]

{USER_NAME}님, K-Telecom을 호출하겠습니다.",
20,통신비가 너무 많이 나오는데 줄일 방법이 있을까요,GWP,ktelecom,GWP-패러프레이즈,PASS,LIVE-FAIL,[CALL_KTELECOM: ...] 미발동 (추출된 다른 태그: GWP:ktelecom),"[GWP: ktelecom]

{USER_NAME}님, 통신 서비스 안내를 호출하겠습니다.",
21,전세 매물을 찾고 있어요,GWP,kestate,GWP-정상,PASS,LIVE-FAIL,[CALL_KESTATE: ...] 미발동 (추출된 다른 태그: GWP:kestate),"[GWP: kestate]

{USER_NAME}님, 부동산 매물 탐색 서비스(K-Estate)를 호출하겠습니다.",
22,이사할 집을 알아보는 중이에요,GWP,kestate,GWP-패러프레이즈,PASS,LIVE-FAIL,[CALL_KESTATE: ...] 미발동 (추출된 다른 태그: GWP:kestate),"[GWP: kestate] {USER_NAME}님, 부동산 매물 탐색 서비스(K-Estate)를 호출하겠습니다.",
23,온라인 스토어에 판매자로 등록하고 싶어요,GWP,kcommerce_seller,GWP-정상,PASS,LIVE-PASS,[GWP: kcommerce_seller] 일치,"[GWP: kcommerce_seller]

{USER_NAME}님, K-Market 판매자 등록을 호출하겠습니다.",
24,제 물건을 팔 수 있는 채널을 열고 싶어요,GWP,kcommerce_seller,GWP-패러프레이즈,PASS,LIVE-PASS,[GWP: kcommerce_seller] 일치,"[GWP: kcommerce_seller]

{USER_NAME}님, K-Market 판매자 등록을 호출하겠습니다.",
25,연말정산 어떻게 하나요,GWP,ktax,GWP-정상,PASS,LIVE-PASS,[GWP: ktax] 일치,"[GWP: ktax]

{USER_NAME}님, K-Tax를 호출하겠습니다.",
26,세금 신고 시즌인데 뭘 준비해야 하나요,GWP,ktax,GWP-패러프레이즈,PASS,LIVE-FAIL,기대된 라우팅 태그가 없고 되묻지도 않음 (직접 답변으로 종료),[CALL_KINTENT: query=세금 신고 시즌인데 뭘 준비해야 하나요],
27,무선 이어폰 추천해줘,GWP,kcommerce,GWP-정상,PASS,LIVE-PASS,[GWP: kcommerce] 일치,"[GWP: kcommerce]
{USER_NAME}님, K-Market을 호출하겠습니다.",
28,가성비 좋은 헤드폰 좀 찾아줘,GWP,kcommerce,GWP-패러프레이즈,PASS,LIVE-PASS,[GWP: kcommerce] 일치,"[GWP: kcommerce]
{USER_NAME}님, K-Market을 호출하겠습니다.",
29,버스 노선 정보를 알고 싶어요,GWP,ktransport,GWP-정상,PASS,LIVE-PASS,[GWP: ktransport] 일치,"[GWP: ktransport]
{USER_NAME}님, K-Traffic을 호출하겠습니다.",
30,여기서 시내까지 가는 대중교통이 뭐가 있나요,GWP,ktransport,GWP-패러프레이즈,PASS,LIVE-PASS,[GWP: ktransport] 일치,"[GWP: ktransport]

{USER_NAME}님, K-Traffic을 호출하겠습니다.",
31,택배가 아직 도착 안 했는데 배송 조회하고 싶어요,GWP,klogistics,GWP-정상,PASS,LIVE-PASS,[GWP: klogistics] 일치,"[GWP: klogistics]

{USER_NAME}님, K-Logistics를 호출하겠습니다.",
32,주문한 물건이 어디쯤 오고 있는지 궁금해요,GWP,klogistics,GWP-패러프레이즈,PASS,LIVE-PASS,[GWP: klogistics] 일치,"[GWP: klogistics]

{USER_NAME}님, K-Logistics를 호출하겠습니다.",
33,우리 동네 주민센터 민원 처리 시간이 궁금해요,GWP,kregionalgov,GWP-정상,PASS,LIVE-PASS,[GWP: kregionalgov] 일치,"[GWP: kregionalgov]

{USER_NAME}님, 해당 지역 주민센터를 호출하겠습니다.",
34,동사무소 업무 시간이 어떻게 되나요,GWP,kregionalgov,GWP-패러프레이즈,PASS,LIVE-PASS,[GWP: kregionalgov] 일치,"[GWP: kregionalgov]

{USER_NAME}님, 동사무소(읍·면·동 주민센터)를 호출하겠습니다.",
35,전입신고를 하고 싶어요,GWP,kgov,GWP-정상,PASS,LIVE-PASS,[GWP: kgov] 일치,"[GWP: kgov]

{USER_NAME}님, 전입신고를 담당하는 K-Public을 호출하겠습니다.",
36,이사한 걸 정부에 알려야 하는데 어떻게 하나요,GWP,kgov,GWP-패러프레이즈,PASS,LIVE-PASS,[GWP: kgov] 일치,"[GWP: kgov]

{USER_NAME}님, K-Public을 호출하겠습니다.",
37,혼디 거버넌스에 안건을 제안하고 싶어요,GWP,kdemocracy,GWP-정상,PASS,LIVE-FAIL,기대된 라우팅 태그가 없고 되묻지도 않음 (직접 답변으로 종료),[CALL_KINTENT: query=혼디 거버넌스에 안건을 제안하고 싶어요],
38,이 플랫폼 운영 방식에 의견을 내고 싶어요,GWP,kdemocracy,GWP-패러프레이즈,PASS,LIVE-PASS,[GWP: kdemocracy] 일치,"[GWP: kdemocracy]

{USER_NAME}님, K-Democracy를 호출하겠습니다.",
39,사업자 등록 절차를 알고 싶어요,GWP,kbusiness,GWP-정상,PASS,LIVE-FAIL,기대 [GWP: kbusiness] vs 실제 [GWP: ktax],"사업자 등록 절차는 국가사무로, 담당 기관이 세무서(국세청)입니다. K-Tax 서비스를 호출하겠습니다.

[GWP: ktax]",
40,작은 가게를 하나 차리려고 하는데 뭐부터 해야 하나요,GWP,kbusiness,GWP-패러프레이즈,PASS,LIVE-PASS,[GWP: kbusiness] 일치,"[GWP: kbusiness]

{USER_NAME}님, K-Business를 호출하겠습니다.",
41,혼디 사용법을 알려줘,GWP,profile-assistant,GWP-정상,PASS,LIVE-PASS,[GWP: profile-assistant] 일치,"[GWP: profile-assistant]
{USER_NAME}님, 혼디 안내(튜토리얼·프로필)를 호출하겠습니다.",
42,이 앱 처음 쓰는데 어떻게 시작하나요,GWP,profile-assistant,GWP-패러프레이즈,PASS,LIVE-PASS,[GWP: profile-assistant] 일치,"[GWP: profile-assistant]

{USER_NAME}님, 혼디 안내(튜토리얼·프로필)를 호출하겠습니다.",
43,집 청소 서비스를 예약하고 싶어요,GWP,fiil-kcleaner,GWP-정상,PASS,LIVE-FAIL,기대된 라우팅 태그가 없고 되묻지도 않음 (직접 답변으로 종료),[CALL_KINTENT: query=집 청소 서비스를 예약하고 싶어요],
44,이사 후 대청소를 맡기고 싶어요,GWP,fiil-kcleaner,GWP-패러프레이즈,PASS,LIVE-FAIL,기대된 라우팅 태그가 없고 되묻지도 않음 (직접 답변으로 종료),[CALL_KINTENT: query=이사 후 대청소를 맡기고 싶어요],
45,최근 환율 정보를 검색해줘,GWP,tool-web-search,GWP-정상,PASS,LIVE-FAIL,기대된 라우팅 태그가 없고 되묻지도 않음 (직접 답변으로 종료),[WEB_SEARCH: query=최근 환율 정보],
46,오늘 날씨가 어떤지 찾아봐줘,GWP,tool-web-search,GWP-패러프레이즈,PASS,LIVE-FAIL,기대된 라우팅 태그가 없고 되묻지도 않음 (직접 답변으로 종료),"[WEB_SEARCH: query=오늘 날씨] 

{USER_NAME}님, 오늘 날씨를 검색해 드리겠습니다.",
47,35000원의 15% 팁을 계산해줘,GWP,tool-calculator,GWP-정상,PASS,LIVE-FAIL,기대된 라우팅 태그가 없고 되묻지도 않음 (직접 답변으로 종료),"[DELEGATE_TO_FLASH: task=35000원의 15% 팁을 계산해서 답변해줘, context=35000원의 15%는 5250원이고, 총액은 40250원입니다]",
48,이 숫자들 합계 좀 내줘,GWP,tool-calculator,GWP-패러프레이즈,PASS,LIVE-CLARIFY,"태그 없이 되물음 — §CORE 되묻기 지침에 따른 정상 동작일 수 있음 (1턴 테스트 한계, 사람 검토 필요)","[DELEGATE_TO_FLASH: task=주어진 숫자들의 합계를 계산하고 결과만 간결하게 안내하기, context=사용자가 ""이 숫자들 합계 좀 내줘""라고 요청했지만 어떤 숫자인지 아직 제시되지 않음]

어떤 숫자들의 합계를 원하시는지 알려주시면 바로 계산해 드리겠습니다.",
49,혼디 자주 묻는 질문 목록 보여줘,GWP,kqna,GWP-정상,PASS,LIVE-FAIL,기대 [GWP: kqna] vs 실제 [GWP: profile-assistant],"[GWP: profile-assistant]

{USER_NAME}님, 혼디 안내(튜토리얼·프로필)를 호출하겠습니다.",
50,이거 다른 사람들도 궁금해했던 건가요,GWP,kqna,GWP-패러프레이즈,PASS,LIVE-FAIL,기대된 라우팅 태그가 없고 되묻지도 않음 (직접 답변으로 종료),"네, 그럴 수 있습니다. 다만 제가 다른 사용자들의 대화 내용을 직접 볼 수는 없어서, 이 질문이 얼마나 자주 나왔는지는 정확히 확인해 드릴 수 없습니다.

혼디를 사용하시면서 궁금하신 점이 있으시면 언제든 편하게 물어봐 주세요.",
51,제 계정 설정을 바꾸고 싶어요,GWP,kusers,GWP-정상,PASS,LIVE-FAIL,기대 [GWP: kusers] vs 실제 [GWP: profile-assistant],"[GWP: profile-assistant]

{USER_NAME}님, 혼디 안내(프로필) 서비스를 호출하겠습니다.",
52,프로필 정보를 수정하고 싶어요,GWP,kusers,GWP-패러프레이즈,PASS,LIVE-FAIL,기대 [GWP: kusers] vs 실제 [GWP: profile-assistant],"[GWP: profile-assistant]

{USER_NAME}님, 프로필 수정을 도와드릴 프로필 안내 서비스를 호출하겠습니다.",
53,"법무사한테 직접 상담받고 싶어요, 연결해주세요",EXPERT,judicial-scrivener,EXPERT-정상(위임의도 명시),PASS,LIVE-PASS,[EXPERT: judicial-scrivener] 일치,"[EXPERT: judicial-scrivener]

{USER_NAME}님, 법무사 전문가를 호출하겠습니다.",
54,법무사 자격 가진 분이 제 상황을 직접 봐주셨으면 좋겠어요,EXPERT,judicial-scrivener,EXPERT-패러프레이즈,PASS,LIVE-PASS,[EXPERT: judicial-scrivener] 일치,"[EXPERT: judicial-scrivener]

{USER_NAME}님, 법무사 전문가를 호출하겠습니다.",
55,"세무사한테 직접 상담받고 싶어요, 연결해주세요",EXPERT,tax-accountant,EXPERT-정상(위임의도 명시),PASS,LIVE-PASS,[EXPERT: tax-accountant] 일치,"[EXPERT: tax-accountant]

{USER_NAME}님, 세무사(전문가 AI)를 호출하겠습니다.",
56,세무사 자격 가진 분이 제 상황을 직접 봐주셨으면 좋겠어요,EXPERT,tax-accountant,EXPERT-패러프레이즈,PASS,LIVE-PASS,[EXPERT: tax-accountant] 일치,"[EXPERT: tax-accountant]
{USER_NAME}님, 세무사 전문가를 호출하겠습니다.",
57,"공인회계사한테 직접 상담받고 싶어요, 연결해주세요",EXPERT,accountant,EXPERT-정상(위임의도 명시),PASS,LIVE-PASS,[EXPERT: accountant] 일치,"[EXPERT: accountant]

{USER_NAME}님, 공인회계사(accountant)를 호출하겠습니다.",
58,공인회계사 자격 가진 분이 제 상황을 직접 봐주셨으면 좋겠어요,EXPERT,accountant,EXPERT-패러프레이즈,PASS,LIVE-PASS,[EXPERT: accountant] 일치,"[EXPERT: accountant]

{USER_NAME}님, 공인회계사(accountant)를 호출하겠습니다.",
59,"재무설계사한테 직접 상담받고 싶어요, 연결해주세요",EXPERT,financial-planner,EXPERT-정상(위임의도 명시),PASS,LIVE-PASS,[EXPERT: financial-planner] 일치,"[EXPERT: financial-planner]

{USER_NAME}님, 재무설계사(Financial Planner)를 호출하겠습니다.",
60,재무설계사 자격 가진 분이 제 상황을 직접 봐주셨으면 좋겠어요,EXPERT,financial-planner,EXPERT-패러프레이즈,PASS,LIVE-PASS,[EXPERT: financial-planner] 일치,"[EXPERT: financial-planner]

{USER_NAME}님, 재무설계사 전문가를 호출하겠습니다.",
61,"감정평가사한테 직접 상담받고 싶어요, 연결해주세요",EXPERT,appraiser,EXPERT-정상(위임의도 명시),PASS,LIVE-PASS,[EXPERT: appraiser] 일치,"[EXPERT: appraiser]
{USER_NAME}님, 감정평가사 전문가를 호출하겠습니다.",
62,감정평가사 자격 가진 분이 제 상황을 직접 봐주셨으면 좋겠어요,EXPERT,appraiser,EXPERT-패러프레이즈,PASS,LIVE-PASS,[EXPERT: appraiser] 일치,"[EXPERT: appraiser]

{USER_NAME}님, 감정평가사 전문가를 호출하겠습니다.",
63,"손해사정사한테 직접 상담받고 싶어요, 연결해주세요",EXPERT,loss-adjuster,EXPERT-정상(위임의도 명시),PASS,LIVE-PASS,[EXPERT: loss-adjuster] 일치,"[EXPERT: loss-adjuster]

{USER_NAME}님, 손해사정사 전문가를 호출하겠습니다.",
64,손해사정사 자격 가진 분이 제 상황을 직접 봐주셨으면 좋겠어요,EXPERT,loss-adjuster,EXPERT-패러프레이즈,PASS,LIVE-PASS,[EXPERT: loss-adjuster] 일치,"[EXPERT: loss-adjuster]

{USER_NAME}님, 손해사정사 전문가를 호출하겠습니다.",
65,"공인노무사한테 직접 상담받고 싶어요, 연결해주세요",EXPERT,labor-attorney,EXPERT-정상(위임의도 명시),PASS,LIVE-PASS,[EXPERT: labor-attorney] 일치,"[EXPERT: labor-attorney]

{USER_NAME}님, 공인노무사 전문가를 호출하겠습니다.",
66,공인노무사 자격 가진 분이 제 상황을 직접 봐주셨으면 좋겠어요,EXPERT,labor-attorney,EXPERT-패러프레이즈,PASS,LIVE-PASS,[EXPERT: labor-attorney] 일치,"[EXPERT: labor-attorney]

{USER_NAME}님, 공인노무사 전문가를 호출하겠습니다.",
67,"변리사한테 직접 상담받고 싶어요, 연결해주세요",EXPERT,patent-attorney,EXPERT-정상(위임의도 명시),PASS,LIVE-PASS,[EXPERT: patent-attorney] 일치,"[EXPERT: patent-attorney]

{USER_NAME}님, 변리사(patent-attorney)를 호출하겠습니다.",
68,변리사 자격 가진 분이 제 상황을 직접 봐주셨으면 좋겠어요,EXPERT,patent-attorney,EXPERT-패러프레이즈,PASS,LIVE-PASS,[EXPERT: patent-attorney] 일치,"[EXPERT: patent-attorney]

{USER_NAME}님, 변리사 전문가를 호출하겠습니다.",
69,"관세사한테 직접 상담받고 싶어요, 연결해주세요",EXPERT,customs-broker,EXPERT-정상(위임의도 명시),PASS,LIVE-PASS,[EXPERT: customs-broker] 일치,"[EXPERT: customs-broker]

{USER_NAME}님, 관세사 전문가를 호출하겠습니다.",
70,관세사 자격 가진 분이 제 상황을 직접 봐주셨으면 좋겠어요,EXPERT,customs-broker,EXPERT-패러프레이즈,PASS,LIVE-PASS,[EXPERT: customs-broker] 일치,"[EXPERT: customs-broker]

{USER_NAME}님, 관세사 전문가를 호출하겠습니다.",
71,"치과의사한테 직접 상담받고 싶어요, 연결해주세요",EXPERT,dentist,EXPERT-정상(위임의도 명시),PASS,LIVE-PASS,[EXPERT: dentist] 일치,"[EXPERT: dentist]
{USER_NAME}님, 치과의사 전문가를 호출하겠습니다.",
72,치과의사 자격 가진 분이 제 상황을 직접 봐주셨으면 좋겠어요,EXPERT,dentist,EXPERT-패러프레이즈,PASS,LIVE-PASS,[EXPERT: dentist] 일치,"[EXPERT: dentist]

{USER_NAME}님, 치과의사 전문가를 호출하겠습니다.",
73,"한의사한테 직접 상담받고 싶어요, 연결해주세요",EXPERT,traditional-medicine-doctor,EXPERT-정상(위임의도 명시),PASS,LIVE-PASS,[EXPERT: traditional-medicine-doctor] 일치,"[EXPERT: traditional-medicine-doctor]

{USER_NAME}님, 한의사 전문가를 호출하겠습니다.",
74,한의사 자격 가진 분이 제 상황을 직접 봐주셨으면 좋겠어요,EXPERT,traditional-medicine-doctor,EXPERT-패러프레이즈,PASS,LIVE-PASS,[EXPERT: traditional-medicine-doctor] 일치,"[EXPERT: traditional-medicine-doctor]

{USER_NAME}님, 한의사 전문가를 호출하겠습니다.",
75,"약사한테 직접 상담받고 싶어요, 연결해주세요",EXPERT,pharmacist,EXPERT-정상(위임의도 명시),PASS,LIVE-PASS,[EXPERT: pharmacist] 일치,"[EXPERT: pharmacist]
{USER_NAME}님, 약사 전문가를 호출하겠습니다.",
76,약사 자격 가진 분이 제 상황을 직접 봐주셨으면 좋겠어요,EXPERT,pharmacist,EXPERT-패러프레이즈,PASS,LIVE-PASS,[EXPERT: pharmacist] 일치,"[EXPERT: pharmacist]
{USER_NAME}님, 약사 전문가를 호출하겠습니다.",
77,"수의사한테 직접 상담받고 싶어요, 연결해주세요",EXPERT,veterinarian,EXPERT-정상(위임의도 명시),PASS,LIVE-PASS,[EXPERT: veterinarian] 일치,"[EXPERT: veterinarian] {USER_NAME}님, 수의사 전문가를 호출하겠습니다.",
78,수의사 자격 가진 분이 제 상황을 직접 봐주셨으면 좋겠어요,EXPERT,veterinarian,EXPERT-패러프레이즈,PASS,LIVE-PASS,[EXPERT: veterinarian] 일치,"[EXPERT: veterinarian]

{USER_NAME}님, 수의사 전문가를 호출하겠습니다.",
79,"간호사한테 직접 상담받고 싶어요, 연결해주세요",EXPERT,nurse,EXPERT-정상(위임의도 명시),PASS,LIVE-PASS,[EXPERT: nurse] 일치,"[EXPERT: nurse]

{USER_NAME}님, 간호사 전문가를 호출하겠습니다.",
80,간호사 자격 가진 분이 제 상황을 직접 봐주셨으면 좋겠어요,EXPERT,nurse,EXPERT-패러프레이즈,PASS,LIVE-PASS,[EXPERT: nurse] 일치,"[EXPERT: nurse]

{USER_NAME}님, 간호사 전문가를 호출하겠습니다.",
81,"물리치료사한테 직접 상담받고 싶어요, 연결해주세요",EXPERT,physical-therapist,EXPERT-정상(위임의도 명시),PASS,LIVE-PASS,[EXPERT: physical-therapist] 일치,"[EXPERT: physical-therapist]

{USER_NAME}님, 물리치료사 전문가를 호출하겠습니다.",
82,물리치료사 자격 가진 분이 제 상황을 직접 봐주셨으면 좋겠어요,EXPERT,physical-therapist,EXPERT-패러프레이즈,PASS,LIVE-PASS,[EXPERT: physical-therapist] 일치,"[EXPERT: physical-therapist]
{USER_NAME}님, 물리치료사 전문가를 호출하겠습니다.",
83,"임상병리사한테 직접 상담받고 싶어요, 연결해주세요",EXPERT,medical-lab-technologist,EXPERT-정상(위임의도 명시),PASS,LIVE-PASS,[EXPERT: medical-lab-technologist] 일치,"[EXPERT: medical-lab-technologist]

{USER_NAME}님, 임상병리사 전문가를 호출하겠습니다.",
84,임상병리사 자격 가진 분이 제 상황을 직접 봐주셨으면 좋겠어요,EXPERT,medical-lab-technologist,EXPERT-패러프레이즈,PASS,LIVE-PASS,[EXPERT: medical-lab-technologist] 일치,"[EXPERT: medical-lab-technologist]
{USER_NAME}님, 임상병리사 전문가를 호출하겠습니다.",
85,"방사선사한테 직접 상담받고 싶어요, 연결해주세요",EXPERT,radiologic-technologist,EXPERT-정상(위임의도 명시),PASS,LIVE-PASS,[EXPERT: radiologic-technologist] 일치,"[EXPERT: radiologic-technologist]

{USER_NAME}님, 방사선사 전문가를 호출하겠습니다.",
86,방사선사 자격 가진 분이 제 상황을 직접 봐주셨으면 좋겠어요,EXPERT,radiologic-technologist,EXPERT-패러프레이즈,PASS,LIVE-PASS,[EXPERT: radiologic-technologist] 일치,"[EXPERT: radiologic-technologist]
{USER_NAME}님, 방사선사 전문가를 호출하겠습니다.",
87,"치과위생사한테 직접 상담받고 싶어요, 연결해주세요",EXPERT,dental-hygienist,EXPERT-정상(위임의도 명시),PASS,LIVE-PASS,[EXPERT: dental-hygienist] 일치,"[EXPERT: dental-hygienist]

{USER_NAME}님, 치과위생사 전문가를 호출하겠습니다.",
88,치과위생사 자격 가진 분이 제 상황을 직접 봐주셨으면 좋겠어요,EXPERT,dental-hygienist,EXPERT-패러프레이즈,PASS,LIVE-PASS,[EXPERT: dental-hygienist] 일치,"[EXPERT: dental-hygienist]

{USER_NAME}님, 치과위생사 전문가를 호출하겠습니다.",
89,"작업치료사한테 직접 상담받고 싶어요, 연결해주세요",EXPERT,occupational-therapist,EXPERT-정상(위임의도 명시),PASS,LIVE-PASS,[EXPERT: occupational-therapist] 일치,"[EXPERT: occupational-therapist]

{USER_NAME}님, 작업치료사(occupational-therapist)를 호출하겠습니다.",
90,작업치료사 자격 가진 분이 제 상황을 직접 봐주셨으면 좋겠어요,EXPERT,occupational-therapist,EXPERT-패러프레이즈,PASS,LIVE-PASS,[EXPERT: occupational-therapist] 일치,"[EXPERT: occupational-therapist]
{USER_NAME}님, 작업치료사 전문가를 호출하겠습니다.",
91,"치과기공사한테 직접 상담받고 싶어요, 연결해주세요",EXPERT,dental-technician,EXPERT-정상(위임의도 명시),PASS,LIVE-PASS,[EXPERT: dental-technician] 일치,"[EXPERT: dental-technician]

{USER_NAME}님, 치과기공사 전문가를 호출하겠습니다.",
92,치과기공사 자격 가진 분이 제 상황을 직접 봐주셨으면 좋겠어요,EXPERT,dental-technician,EXPERT-패러프레이즈,PASS,LIVE-PASS,[EXPERT: dental-technician] 일치,"[EXPERT: dental-technician]
{USER_NAME}님, 치과기공사 전문가를 호출하겠습니다.",
93,"전문간호사한테 직접 상담받고 싶어요, 연결해주세요",EXPERT,advanced-practice-nurse,EXPERT-정상(위임의도 명시),PASS,LIVE-PASS,[EXPERT: advanced-practice-nurse] 일치,"[EXPERT: advanced-practice-nurse]

{USER_NAME}님, 전문간호사(Advanced Practice Nurse)를 호출하겠습니다.",
94,전문간호사 자격 가진 분이 제 상황을 직접 봐주셨으면 좋겠어요,EXPERT,advanced-practice-nurse,EXPERT-패러프레이즈,PASS,LIVE-PASS,[EXPERT: advanced-practice-nurse] 일치,"[EXPERT: advanced-practice-nurse]

{USER_NAME}님, 전문간호사(Advanced Practice Nurse)를 호출하겠습니다.",
95,"영양사한테 직접 상담받고 싶어요, 연결해주세요",EXPERT,dietitian,EXPERT-정상(위임의도 명시),PASS,LIVE-PASS,[EXPERT: dietitian] 일치,"[EXPERT: dietitian]

{USER_NAME}님, 영양사 전문가를 호출하겠습니다.",
96,영양사 자격 가진 분이 제 상황을 직접 봐주셨으면 좋겠어요,EXPERT,dietitian,EXPERT-패러프레이즈,PASS,LIVE-PASS,[EXPERT: dietitian] 일치,"[EXPERT: dietitian]
{USER_NAME}님, 영양사 전문가를 호출하겠습니다.",
97,"응급구조사한테 직접 상담받고 싶어요, 연결해주세요",EXPERT,paramedic,EXPERT-정상(위임의도 명시),PASS,LIVE-PASS,[EXPERT: paramedic] 일치,"[EXPERT: paramedic]

{USER_NAME}님, 응급구조사 전문가를 호출하겠습니다.",
98,응급구조사 자격 가진 분이 제 상황을 직접 봐주셨으면 좋겠어요,EXPERT,paramedic,EXPERT-패러프레이즈,PASS,LIVE-PASS,[EXPERT: paramedic] 일치,"[EXPERT: paramedic]

{USER_NAME}님, 응급구조사 전문가를 호출하겠습니다.",
99,"조산사한테 직접 상담받고 싶어요, 연결해주세요",EXPERT,midwife,EXPERT-정상(위임의도 명시),PASS,LIVE-PASS,[EXPERT: midwife] 일치,"[EXPERT: midwife]

{USER_NAME}님, 조산사 전문가를 호출하겠습니다.",
100,조산사 자격 가진 분이 제 상황을 직접 봐주셨으면 좋겠어요,EXPERT,midwife,EXPERT-패러프레이즈,PASS,LIVE-PASS,[EXPERT: midwife] 일치,"[EXPERT: midwife]

{USER_NAME}님, 조산사 전문가를 호출하겠습니다.",
101,"언어재활사한테 직접 상담받고 싶어요, 연결해주세요",EXPERT,speech-language-pathologist,EXPERT-정상(위임의도 명시),PASS,LIVE-PASS,[EXPERT: speech-language-pathologist] 일치,"[EXPERT: speech-language-pathologist]

{USER_NAME}님, 언어재활사 전문가를 호출하겠습니다.",
