no,utterance,expected_type,expected_id,category,static_verdict,live_verdict,live_note,raw_response,call_error
9125,제가 가진 이 땅 가격을 감정평가사님께 직접 평가받고 싶어요,EXPERT,appraiser,R1AC-EXPERT위임의도,N/A,LIVE-ERROR,unhandled_exception: 'latin-1' codec can't encode characters in position 10-15: ordinal not in range(256),,'latin-1' codec can't encode characters in position 10-15: ordinal not in range(256)
9126,우리 아이 수학 공부를 개인 선생님께 직접 봐주셨으면 해요,EXPERT,professor,R1AC-EXPERT위임의도,N/A,LIVE-ERROR,unhandled_exception: 'latin-1' codec can't encode characters in position 10-15: ordinal not in range(256),,'latin-1' codec can't encode characters in position 10-15: ordinal not in range(256)
9127,부가세 신고를 처음 하는 사업자인데 어떻게 준비해야 하나요,GWP,kbusiness,R2AC-GWP충돌해소,N/A,LIVE-ERROR,unhandled_exception: 'latin-1' codec can't encode characters in position 10-15: ordinal not in range(256),,'latin-1' codec can't encode characters in position 10-15: ordinal not in range(256)
9128,해외에서 물건 들여올 때 관세가 얼마나 나오는지 알려주세요,GWP,klogistics,R2AC-GWP충돌해소,N/A,LIVE-ERROR,unhandled_exception: 'latin-1' codec can't encode characters in position 10-15: ordinal not in range(256),,'latin-1' codec can't encode characters in position 10-15: ordinal not in range(256)
9129,휴대폰 요금제를 좀 저렴한 걸로 바꾸고 싶어요,GWP,ktelecom,2단계-GWP예외태그,N/A,LIVE-ERROR,unhandled_exception: 'latin-1' codec can't encode characters in position 10-15: ordinal not in range(256),,'latin-1' codec can't encode characters in position 10-15: ordinal not in range(256)
9130,지금 살고 있는 집 계약을 연장하고 싶은데 어떻게 등록하나요,GWP,kestate,2단계-GWP예외태그,N/A,LIVE-ERROR,unhandled_exception: 'latin-1' codec can't encode characters in position 10-15: ordinal not in range(256),,'latin-1' codec can't encode characters in position 10-15: ordinal not in range(256)
9131,개인파산 신청하려고 하는데 뭐부터 해야 하는지 순서대로 알려주세요,PLATFORM,k-intent,2단계-표밖오케스트레이션,N/A,LIVE-ERROR,unhandled_exception: 'latin-1' codec can't encode characters in position 10-15: ordinal not in range(256),,'latin-1' codec can't encode characters in position 10-15: ordinal not in range(256)
9132,개인사업자 등록이랑 회사 퇴사 절차랑 실업급여 신청까지 한 번에 정리해서 순서대로 알려주세요,PLATFORM,k-intent,2단계-표밖오케스트레이션,N/A,LIVE-ERROR,unhandled_exception: 'latin-1' codec can't encode characters in position 10-15: ordinal not in range(256),,'latin-1' codec can't encode characters in position 10-15: ordinal not in range(256)
9133,요즘 한국은행 기준금리가 몇 퍼센트인가요,PLATFORM,web-search-tag,3단계-INFO경로1웹검색,N/A,LIVE-ERROR,unhandled_exception: 'latin-1' codec can't encode characters in position 10-15: ordinal not in range(256),,'latin-1' codec can't encode characters in position 10-15: ordinal not in range(256)
9134,최근에 부동산 관련해서 새로 바뀐 법이 있나요,PLATFORM,web-search-tag,3단계-INFO경로1웹검색,N/A,LIVE-ERROR,unhandled_exception: 'latin-1' codec can't encode characters in position 10-15: ordinal not in range(256),,'latin-1' codec can't encode characters in position 10-15: ordinal not in range(256)
